DOCID,Site,Contractor,Act,Activity,Date_Of_Month,Month,Year,RemindDays
"0","Rohini New Delhi","Ranstad India Private Limited","Standing Orders","Certified Standing Orders","30","12","","0"
"0","Rohini New Delhi","SIS","DVAT","Tax Deposit","20","","","0"
"0","Rohini New Delhi","SIS","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Rohini New Delhi","SIS","Industrial Disputes","Progress Report on Constitution and functioning of Works Committee","0","","","0"
"0","Rohini New Delhi","SIS","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Rohini New Delhi","SIS","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Rohini New Delhi","SIS","Inter State Migrant","Return & Reports","15","2","","0"
"0","Rohini New Delhi","SIS","Private Security","Security License","0","","","0"
"0","Rohini New Delhi","SIS","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Rohini New Delhi","SIS","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Rohini New Delhi","SIS","Standing Orders","Certified Standing Orders","30","12","","0"
