DOCID,Site,Contractor,Act,Activity,Date_Of_Month,Month,Year,RemindDays
"0","Gurgaon","PE","Gratuity","Form A Notice of Opening","0","","","0"
"0","Gurgaon","PE","Gratuity","Form B If Any Change Occurred","0","","","0"
"0","Gurgaon","PE","Gratuity","Form L - Notice for Payment of Gratuity to Individuals","0","","","0"
"0","Gurgaon","PE","Gratuity","Obtaining of Form F from Individuals","0","","","0"
"0","Gurgaon","PE","Industrial Disputes","Progress Report on Constitution and functioning of Works Committee","0","","","0"
"0","Gurgaon","PE","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","PE","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","PE","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","PE","LWF","Annual Return","31","2","","0"
"0","Gurgaon","PE","LWF","Register of Payment of Unclaimed Wages","31","2","","0"
"0","Gurgaon","PE","LWF","Register of Wages","25","","","0"
"0","Gurgaon","PE","LWF","Registration if Applicable","0","","","0"
"0","Gurgaon","PE","LWF","Remittance Returns cum Challans","30","","","0"
"0","Gurgaon","PE","Maternity","Register Maintenance","25","","","0"
"0","Gurgaon","PE","Maternity","Submission of Annual Returns","15","2","","0"
"0","Gurgaon","PE","Min. Wages","Form I Register of Fine","25","","","0"
"0","Gurgaon","PE","Min. Wages","Form II Register of Deduction","25","","","0"
"0","Gurgaon","PE","Min. Wages","Form III Annual Returns","31","2","","0"
"0","Gurgaon","PE","Min. Wages","Form IV Register of Overtime","25","","","0"
"0","Gurgaon","PE","National  Festival Holidays","Annual Return (as applicable)","31","2","","0"
"0","Gurgaon","PE","National  Festival Holidays","Display List of Holiday","31","12","","0"
"0","Gurgaon","PE","National  Festival Holidays","Register of Leave","25","","","0"
"0","Gurgaon","PE","Payment of Wages","Form I Register of Fine","25","","","0"
"0","Gurgaon","PE","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","Gurgaon","PE","Payment of Wages","Form III Register of Advance","25","","","0"
"0","Gurgaon","PE","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","Gurgaon","PE","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","Gurgaon","PE","PF","Monthly Deposit","15","","","0"
"0","Gurgaon","PE","PF","PF ECR","15","","","0"
"0","Gurgaon","PE","PF","Registration","0","","","0"
"0","Gurgaon","PE","PF","Transfer","0","","","0"
"0","Gurgaon","PE","PF","Withdrawal","0","","","0"
"0","Gurgaon","PE","Private Security","Security License","0","","","0"
"0","Gurgaon","PE","Professional Tax","Registration","0","","","0"
"0","Gurgaon","PE","Professional Tax","Remittance by Due Date","30","","","0"
"0","Gurgaon","PE","Professional Tax","Returns under the Act","30","","","0"
"0","Gurgaon","PE","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","PE","S and E","Employment Register","25","","","0"
"0","Gurgaon","PE","S and E","Leave Registers","25","","","0"
"0","Gurgaon","PE","S and E","Register of Attendance","25","","","0"
"0","Gurgaon","PE","S and E","Register of Wages","25","","","0"
"0","Gurgaon","PE","S and E","Registration/Renewal/Amendments/Surrender","0","","","0"
"0","Gurgaon","PE","S and E","Submission of Returns","15","2","","0"
"0","Gurgaon","PE","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","PE","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","PE","Standing Orders","Certified Standing Orders","30","12","","0"
"0","Gurgaon","ADP India Private Ltd","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","Gurgaon","ADP India Private Ltd","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","Gurgaon","ADP India Private Ltd","Apprentices Act","Return","31","2","","0"
"0","Gurgaon","ADP India Private Ltd","Boilers Act","Annual Report","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Bonus Act","Form A Computation of Allocable Surplus","31","10","","0"
"0","Gurgaon","ADP India Private Ltd","Bonus Act","Form B Set -on and set-off of Allocable Surplus","31","10","","0"
"0","Gurgaon","ADP India Private Ltd","Bonus Act","Form C Register of Bonus Paid to Employees","30","11","","0"
"0","Gurgaon","ADP India Private Ltd","Bonus Act","Form D Annual Return","31","12","","0"
"0","Gurgaon","ADP India Private Ltd","Building and Const.","Deposition of Cess","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Building and Const.","Principal Employer Registration/Renewal/Amendments","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Building and Const.","Register Maintenance","30","2","","0"
"0","Gurgaon","ADP India Private Ltd","Building and Const.","Submission of Returns","30","2","","0"
"0","Gurgaon","ADP India Private Ltd","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","ADP India Private Ltd","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form X Employment Card","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form XI Services Certificate","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form XIX Wage Slip","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form XVI Register of Employment","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form XVII Register of wages","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form XX Register of Deductions for Damage or Loss","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form XXI Register of Fines","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form XXII Register of Advances","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Form XXIII Register of Over Times","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","From XIII Register of workmen by Contractor","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Obtaining of License as a CONTRACTOR","0","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Status of Form V","0","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Submission of Form VI-A (commencement of work)","0","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - Cont","Submission of Returns","31","2","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - PE","Principal Employer Registration/Renewal/Amendments","0","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - PE","Register Maintenance","25","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - PE","Submission of Form VI-B","0","","","0"
"0","Gurgaon","ADP India Private Ltd","CLRA - PE","Submission of Returns","15","2","","0"
"0","Gurgaon","ADP India Private Ltd","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","ADP India Private Ltd","Employ Comp.","Submission of Returns","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Employment Exch.","Biannual Return (ER-II)","30","10","","0"
"0","Gurgaon","ADP India Private Ltd","Employment Exch.","Notification/Intimation of Vacancies ( 15 days before onboarding )","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Employment Exch.","Quarterly Return (ER-I)","30","4","","0"
"0","Gurgaon","ADP India Private Ltd","Equal Remu.","Register Maintanence (Form D)","25","","","0"
"0","Gurgaon","ADP India Private Ltd","ESI","Accident Report","0","","","0"
"0","Gurgaon","ADP India Private Ltd","ESI","ESIC ECR","21","","","0"
"0","Gurgaon","ADP India Private Ltd","ESI","Monthly Deposit","21","","","0"
"0","Gurgaon","ADP India Private Ltd","ESI","Registration","0","","","0"
"0","Gurgaon","ADP India Private Ltd","ESI","Return","30","4","","0"
"0","Gurgaon","ADP India Private Ltd","Explosives Act","License","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Combined Annual Return","31","2","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Half Yearly Return","31","7","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Leave with Wages Register","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","License Obtained","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Notice of Period of Work","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Notification of Accident","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Register Maintained hoist and Lift","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Register of Compensatory Holidays","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Register of Examination of Eye Sight","30","12","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Register of Medical Examination","30","12","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Register of Medical Examination of Canteen Staff","30","12","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Register of Muster Roll Adult Workers","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Register of Specially Trained Adult Workers","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Register of White Washing","30","4","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Report of Accident and Dangerous Occuurences","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Factories Act","Service Card","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Gratuity","Form A Notice of Opening","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Gratuity","Form B If Any Change Occurred","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Gratuity","Form L - Notice for Payment of Gratuity to Individuals","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Gratuity","Obtaining of Form F from Individuals","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Industrial Disputes","Progress Report on Constitution and functioning of Works Committee","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","ADP India Private Ltd","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","ADP India Private Ltd","LWF","Annual Return","31","2","","0"
"0","Gurgaon","ADP India Private Ltd","LWF","Register of Payment of Unclaimed Wages","31","2","","0"
"0","Gurgaon","ADP India Private Ltd","LWF","Register of Wages","25","","","0"
"0","Gurgaon","ADP India Private Ltd","LWF","Registration if Applicable","0","","","0"
"0","Gurgaon","ADP India Private Ltd","LWF","Remittance Returns cum Challans","30","","","0"
"0","Gurgaon","ADP India Private Ltd","Maternity","Register Maintenance","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Maternity","Submission of Annual Returns","15","2","","0"
"0","Gurgaon","ADP India Private Ltd","Min. Wages","Form I Register of Fine","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Min. Wages","Form II Register of Deduction","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Min. Wages","Form III Annual Returns","31","2","","0"
"0","Gurgaon","ADP India Private Ltd","Min. Wages","Form IV Register of Overtime","25","","","0"
"0","Gurgaon","ADP India Private Ltd","National  Festival Holidays","Annual Return (as applicable)","31","2","","0"
"0","Gurgaon","ADP India Private Ltd","National  Festival Holidays","Display List of Holiday","31","12","","0"
"0","Gurgaon","ADP India Private Ltd","National  Festival Holidays","Register of Leave","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Payment of Wages","Form I Register of Fine","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Payment of Wages","Form III Register of Advance","25","","","0"
"0","Gurgaon","ADP India Private Ltd","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","Gurgaon","ADP India Private Ltd","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","Gurgaon","ADP India Private Ltd","PF","Monthly Deposit","15","","","0"
"0","Gurgaon","ADP India Private Ltd","PF","PF ECR","15","","","0"
"0","Gurgaon","ADP India Private Ltd","PF","Registration","0","","","0"
"0","Gurgaon","ADP India Private Ltd","PF","Transfer","0","","","0"
"0","Gurgaon","ADP India Private Ltd","PF","Withdrawal","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Private Security","Security License","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Professional Tax","Registration","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Professional Tax","Remittance by Due Date","30","","","0"
"0","Gurgaon","ADP India Private Ltd","Professional Tax","Returns under the Act","30","","","0"
"0","Gurgaon","ADP India Private Ltd","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","ADP India Private Ltd","S and E","Employment Register","25","","","0"
"0","Gurgaon","ADP India Private Ltd","S and E","Leave Registers","25","","","0"
"0","Gurgaon","ADP India Private Ltd","S and E","Register of Attendance","25","","","0"
"0","Gurgaon","ADP India Private Ltd","S and E","Register of Wages","25","","","0"
"0","Gurgaon","ADP India Private Ltd","S and E","Registration/Renewal/Amendments/Surrender","0","","","0"
"0","Gurgaon","ADP India Private Ltd","S and E","Submission of Returns","15","2","","0"
"0","Gurgaon","ADP India Private Ltd","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","ADP India Private Ltd","Standing Orders","Certified Standing Orders","30","12","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Apprentices Act","Return","31","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Boilers Act","Annual Report","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Bonus Act","Form A Computation of Allocable Surplus","31","10","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Bonus Act","Form B Set -on and set-off of Allocable Surplus","31","10","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Bonus Act","Form C Register of Bonus Paid to Employees","30","11","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Bonus Act","Form D Annual Return","31","12","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Building and Const.","Deposition of Cess","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Building and Const.","Principal Employer Registration/Renewal/Amendments","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Building and Const.","Register Maintenance","30","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Building and Const.","Submission of Returns","30","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form X Employment Card","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form XI Services Certificate","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form XIX Wage Slip","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form XVI Register of Employment","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form XVII Register of wages","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form XX Register of Deductions for Damage or Loss","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form XXI Register of Fines","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form XXII Register of Advances","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Form XXIII Register of Over Times","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","From XIII Register of workmen by Contractor","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Obtaining of License as a CONTRACTOR","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Status of Form V","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Submission of Form VI-A (commencement of work)","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - Cont","Submission of Returns","31","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - PE","Principal Employer Registration/Renewal/Amendments","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - PE","Register Maintenance","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - PE","Submission of Form VI-B","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","CLRA - PE","Submission of Returns","15","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Employ Comp.","Submission of Returns","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Employment Exch.","Biannual Return (ER-II)","30","10","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Employment Exch.","Notification/Intimation of Vacancies ( 15 days before onboarding )","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Employment Exch.","Quarterly Return (ER-I)","30","4","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Equal Remu.","Register Maintanence (Form D)","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","ESI","Accident Report","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","ESI","ESIC ECR","21","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","ESI","Monthly Deposit","21","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","ESI","Registration","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","ESI","Return","30","4","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Explosives Act","License","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Combined Annual Return","31","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Half Yearly Return","31","7","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Leave with Wages Register","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","License Obtained","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Notice of Period of Work","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Notification of Accident","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Register Maintained hoist and Lift","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Register of Compensatory Holidays","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Register of Examination of Eye Sight","30","12","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Register of Medical Examination","30","12","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Register of Medical Examination of Canteen Staff","30","12","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Register of Muster Roll Adult Workers","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Register of Specially Trained Adult Workers","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Register of White Washing","30","4","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Report of Accident and Dangerous Occuurences","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Factories Act","Service Card","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Gratuity","Form A Notice of Opening","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Gratuity","Form B If Any Change Occurred","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Gratuity","Form L - Notice for Payment of Gratuity to Individuals","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Gratuity","Obtaining of Form F from Individuals","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Industrial Disputes","Progress Report on Constitution and functioning of Works Committee","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","LWF","Annual Return","31","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","LWF","Register of Payment of Unclaimed Wages","31","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","LWF","Register of Wages","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","LWF","Registration if Applicable","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","LWF","Remittance Returns cum Challans","30","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Maternity","Register Maintenance","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Maternity","Submission of Annual Returns","15","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Min. Wages","Form I Register of Fine","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Min. Wages","Form II Register of Deduction","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Min. Wages","Form III Annual Returns","31","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Min. Wages","Form IV Register of Overtime","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","National  Festival Holidays","Annual Return (as applicable)","31","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","National  Festival Holidays","Display List of Holiday","31","12","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","National  Festival Holidays","Register of Leave","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Payment of Wages","Form I Register of Fine","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Payment of Wages","Form III Register of Advance","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","PF","Monthly Deposit","15","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","PF","PF ECR","15","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","PF","Registration","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","PF","Transfer","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","PF","Withdrawal","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Private Security","Security License","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Professional Tax","Registration","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Professional Tax","Remittance by Due Date","30","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Professional Tax","Returns under the Act","30","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","S and E","Employment Register","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","S and E","Leave Registers","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","S and E","Register of Attendance","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","S and E","Register of Wages","25","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","S and E","Registration/Renewal/Amendments/Surrender","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","S and E","Submission of Returns","15","2","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Alcatel Lucent India (P) Ltd.","Standing Orders","Certified Standing Orders","30","12","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Apprentices Act","Return","31","2","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Boilers Act","Annual Report","0","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Bonus Act","Form A Computation of Allocable Surplus","31","10","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Bonus Act","Form B Set -on and set-off of Allocable Surplus","31","10","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Bonus Act","Form C Register of Bonus Paid to Employees","30","11","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Bonus Act","Form D Annual Return","31","12","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Building and Const.","Deposition of Cess","0","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Building and Const.","Principal Employer Registration/Renewal/Amendments","0","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Building and Const.","Register Maintenance","30","2","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Building and Const.","Submission of Returns","30","2","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form X Employment Card","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form XI Services Certificate","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form XIX Wage Slip","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form XVI Register of Employment","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form XVII Register of wages","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form XX Register of Deductions for Damage or Loss","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form XXI Register of Fines","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form XXII Register of Advances","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","Form XXIII Register of Over Times","25","","","0"
"0","Gurgaon","Aparajitha Corporate Services Pvt. Ltd.","CLRA - Cont","From XIII Register of workmen by Contractor","25","","","0"
